gene_name,gene_id_x,transcript_id,exon_coverage,CDS_coverage,start,end,nucleotide_count,variant_count
SLC5A2,ENSG00000140675,ENST00000330498,78,86,31494439,31502089,7651,0
WAS,ENSG00000015285,ENST00000376701,56,60,48542168,48549818,7651,0
ZBTB33,ENSG00000177485,ENST00000326624,19,68,119384607,119392253,7647,0
FGA,ENSG00000171560,ENST00000302053,72,80,155504278,155511918,7641,0
IL36G,ENSG00000136688,ENST00000259205,44,66,113735606,113743242,7637,0
DNAJB2,ENSG00000135924,ENST00000336576,44,58,220143989,220151622,7634,0
NEIL1,ENSG00000140398,ENST00000564784,54,72,75639960,75647592,7633,0
DUSP7,ENSG00000164086,ENST00000495880,34,60,52082935,52090566,7632,0
RGS11,ENSG00000076344,ENST00000397770,49,51,318300,325929,7630,0
SLC39A3,ENSG00000141873,ENST00000269740,29,67,2732522,2740150,7629,0
TAGLN2,ENSG00000158710,ENST00000368097,58,77,159887897,159895522,7626,0
HTR3C,ENSG00000178084,ENST00000318351,64,69,183770835,183778459,7625,0
CRYBA1,ENSG00000108255,ENST00000225387,76,78,27573881,27581501,7621,0
NPY,ENSG00000122585,ENST00000407573,39,57,24323807,24331427,7621,0
KRT32,ENSG00000108759,ENST00000225899,50,55,39616063,39623681,7619,0
PRRG3,ENSG00000130032,ENST00000370353,38,45,150866779,150874396,7618,0
MFSD7,ENSG00000169026,ENST00000322224,42,46,675618,683230,7613,0
SPP1,ENSG00000118785,ENST00000395080,46,65,88896840,88904449,7610,0
B3GALT2,ENSG00000162630,ENST00000367434,17,68,193148175,193155784,7610,0
PTS,ENSG00000150787,ENST00000280362,58,68,112097088,112104696,7609,0
KRT2,ENSG00000172867,ENST00000309680,85,89,53038342,53045948,7607,0
GZMA,ENSG00000145649,ENST00000274306,56,58,54398476,54406080,7605,0
NFKBIE,ENSG00000146232,ENST00000275015,56,66,44225903,44233500,7598,0
HGFAC,ENSG00000109758,ENST00000382774,43,41,3443614,3451211,7598,0
ARHGAP9,ENSG00000123329,ENST00000393791,56,63,57866038,57873633,7596,0
C4orf19,ENSG00000154274,ENST00000284437,37,61,37585855,37593448,7594,0
C22orf46,ENSG00000184208,ENST00000402966,21,44,42086547,42094140,7594,0
CLDND1,ENSG00000080822,ENST00000437922,50,60,98234318,98241910,7593,0
PDP2,ENSG00000172840,ENST00000311765,30,72,66914264,66921855,7592,0
LYPD4,ENSG00000183103,ENST00000330743,48,74,42341148,42348736,7589,0
MYADML2,ENSG00000185105,ENST00000409745,9,43,79897521,79905109,7589,0
MPG,ENSG00000103152,ENST00000219431,48,54,128256,135841,7586,0
ERF,ENSG00000105722,ENST00000222329,46,62,42751724,42759309,7586,0
SYDE1,ENSG00000105137,ENST00000342784,35,42,15218214,15225799,7586,0
COX11,ENSG00000166260,ENST00000299335,42,59,53038567,53046146,7580,0
KCTD14,ENSG00000151364,ENST00000353172,34,58,77726761,77734340,7580,0
TRIM77,ENSG00000214414,ENST00000398290,26,26,89443467,89451040,7574,0
FAM110C,ENSG00000184731,ENST00000327669,9,40,38814,46385,7572,0
KAT5,ENSG00000172977,ENST00000341318,69,72,65479505,65487073,7569,0
ZDHHC24,ENSG00000174165,ENST00000310442,33,41,66306149,66313709,7561,0
CPXCR1,ENSG00000147183,ENST00000276127,8,36,88002226,88009786,7561,0
EBP,ENSG00000147155,ENST00000495186,49,72,48379546,48387104,7559,0
TP53AIP1,ENSG00000120471,ENST00000531399,25,48,128805265,128812822,7558,0
TPRKB,ENSG00000144034,ENST00000272424,29,35,73956957,73964513,7557,0
C19orf35,ENSG00000188305,ENST00000342063,11,21,2274631,2282175,7545,0
FLJ00104,ENSG00000205047,ENST00000446344,11,45,87731749,87739290,7542,0
CCDC137,ENSG00000185298,ENST00000329214,46,45,79633394,79640929,7536,0
RBM4,ENSG00000173933,ENST00000409406,63,79,66406406,66413938,7533,0
GID8,ENSG00000101193,ENST00000266069,31,66,61569471,61576996,7526,0
C12orf44,ENSG00000123395,ENST00000336854,30,79,52463755,52471278,7524,0
HNRNPA3,ENSG00000170144,ENST00000392524,46,52,178077291,178084813,7523,0
RPS5,ENSG00000083845,ENST00000596046,64,71,58898656,58906173,7518,0
ZNF705A,ENSG00000196946,ENST00000359286,42,50,8325133,8332642,7510,0
TMEM138,ENSG00000149483,ENST00000278826,35,69,61129473,61136981,7509,0
GPR85,ENSG00000164604,ENST00000297146,17,81,112720302,112727810,7509,0
DEFB124,ENSG00000180383,ENST00000317676,57,57,30053309,30060816,7508,0
GPD1,ENSG00000167588,ENST00000301149,58,67,50497602,50505102,7501,0
THAP5,ENSG00000177683,ENST00000415914,25,36,108202671,108210167,7497,0
TACO1,ENSG00000136463,ENST00000258975,59,82,61678231,61685725,7495,0
KERA,ENSG00000139330,ENST00000266719,30,75,91444268,91451760,7493,0
HMGB3,ENSG00000029993,ENST00000325307,33,41,150151759,150159248,7490,0
CCNA2,ENSG00000145386,ENST00000274026,41,53,122737599,122745087,7489,0
HSD11B1L,ENSG00000167733,ENST00000423665,35,42,5681047,5688533,7487,0
SLC25A45,ENSG00000162241,ENST00000398802,53,73,65142663,65150142,7480,0
PEX11B,ENSG00000131779,ENST00000369306,44,61,145516252,145523730,7479,0
COPRS,ENSG00000172301,ENST00000302362,48,55,30178883,30186356,7474,0
IL27,ENSG00000197272,ENST00000356897,43,49,28510683,28518155,7473,0
SMIM18,ENSG00000253457,ENST00000517349,4,43,30496117,30503581,7465,0
RPL27A,ENSG00000166441,ENST00000314138,67,78,8703958,8711419,7462,0
RAB7L1,ENSG00000117280,ENST00000367139,58,79,205737114,205744574,7461,0
B4GALNT1,ENSG00000135454,ENST00000341156,43,55,58019678,58027138,7461,0
ESRP2,ENSG00000103067,ENST00000473183,62,71,68263029,68270487,7459,0
HHEX,ENSG00000152804,ENST00000282728,41,63,94447945,94455403,7459,0
SIGLEC8,ENSG00000105366,ENST00000321424,63,68,51954251,51961708,7458,0
CLPP,ENSG00000125656,ENST00000245816,40,47,6361463,6368919,7457,0
GYLTL1B,ENSG00000165905,ENST00000531526,55,59,45943196,45950647,7452,0
POLR2E,ENSG00000099817,ENST00000215587,48,60,1088147,1095598,7452,0
FAM214B,ENSG00000005238,ENST00000378561,42,52,35104120,35111571,7452,0
DEFB1,ENSG00000164825,ENST00000297439,32,54,6728097,6735544,7448,0
BHLHB9,ENSG00000198908,ENST00000372735,9,57,102001022,102008468,7447,0
CSNK2B-LY6G5B-1181,ENSG00000263020,ENST00000375880,45,60,31633879,31641323,7445,0
ZNF597,ENSG00000167981,ENST00000301744,38,59,3486104,3493542,7439,0
EPM2AIP1,ENSG00000178567,ENST00000322716,10,76,37027357,37034795,7439,0
F12,ENSG00000131187,ENST00000253496,59,67,176829141,176836577,7437,0
CCNG1,ENSG00000113328,ENST00000340828,36,52,162864587,162872022,7436,0
CYP26C1,ENSG00000187553,ENST00000285949,33,33,94821021,94828454,7434,0
ISLR2,ENSG00000167178,ENST00000361742,18,73,74421715,74429143,7429,0
WNT8A,ENSG00000061492,ENST00000398754,66,69,137419774,137427199,7426,0
KLHL38,ENSG00000175946,ENST00000325995,64,74,124657767,124665190,7424,0
KIF12,ENSG00000136883,ENST00000374118,47,52,116853918,116861337,7420,0
TBC1D28,ENSG00000189375,ENST00000345096,31,60,18538319,18545737,7419,0
PSMD10,ENSG00000101843,ENST00000217958,56,63,107327437,107334848,7412,0
DBP,ENSG00000105516,ENST00000222122,28,45,49133287,49140695,7409,0
MRM1,ENSG00000129282,ENST00000250156,56,65,34958001,34965407,7407,0
MBD6,ENSG00000166987,ENST00000355673,45,61,57916527,57923931,7405,0
B2M,ENSG00000166710,ENST00000558401,49,89,45003675,45011075,7401,0
TUBB1,ENSG00000101162,ENST00000217133,48,89,57594309,57601709,7401,0
UCK1,ENSG00000130717,ENST00000372211,62,63,134399188,134406587,7400,0
RP11-1085N6.3,ENSG00000259133,ENST00000556696,3,12,57189855,57197253,7399,0
EFNA1,ENSG00000169242,ENST00000368407,55,71,155099936,155107333,7398,0
PHOSPHO1,ENSG00000173868,ENST00000413580,30,50,47300732,47308128,7397,0
PPIB,ENSG00000166794,ENST00000300026,71,86,64448011,64455404,7394,0
FXYD3,ENSG00000089356,ENST00000604255,49,62,35607166,35614559,7394,0
C4orf3,ENSG00000164096,ENST00000399075,33,60,120218207,120225600,7394,0
DUSP12,ENSG00000081721,ENST00000367943,55,56,161719560,161726952,7393,0
HLA-DQB2,ENSG00000232629,ENST00000411527,44,47,32723875,32731267,7393,0
GPR61,ENSG00000156097,ENST00000527748,17,80,110082494,110089882,7389,0
FCRLA,ENSG00000132185,ENST00000367959,50,63,161676762,161684141,7380,0
FUT1,ENSG00000174951,ENST00000310160,2,82,49251268,49258647,7380,0
AC092687.4,ENSG00000232056,ENST00000418835,24,38,10987703,10995081,7379,0
KCNE2,ENSG00000159197,ENST00000290310,17,74,35736323,35743688,7366,0
NRGN,ENSG00000154146,ENST00000284292,5,15,124609742,124617106,7365,0
ZNF416,ENSG00000083817,ENST00000196489,53,60,58082934,58090295,7362,0
FAM84A,ENSG00000162981,ENST00000295092,22,42,14772810,14780170,7361,0
CYP1A2,ENSG00000140505,ENST00000343932,50,70,75041185,75048543,7359,0
CCDC168,ENSG00000175820,ENST00000322527,46,46,103381801,103389159,7359,0
DEFB130,ENSG00000233050,ENST00000437818,1,1,11921898,11929256,7359,0
SBK2,ENSG00000187550,ENST00000413299,33,38,56041100,56048456,7357,0
NAPSA,ENSG00000131400,ENST00000253719,54,63,50861734,50869087,7354,0
COX4I1,ENSG00000131143,ENST00000562336,45,61,85833299,85840650,7352,0
IGSF8,ENSG00000162729,ENST00000368086,50,57,160061130,160068479,7350,0
LIG4,ENSG00000174405,ENST00000356922,43,79,108859787,108867130,7344,0
KLK7,ENSG00000169035,ENST00000391807,42,55,51479729,51487071,7343,0
FOXO4,ENSG00000184481,ENST00000374259,33,46,70316047,70323385,7339,0
ZIC1,ENSG00000152977,ENST00000282928,44,65,147127171,147134506,7336,0
NMUR1,ENSG00000171596,ENST00000305141,28,48,232387871,232395206,7336,0
GAGE12J,ENSG00000224659,ENST00000442437,13,16,49178536,49185863,7328,0
IFIT2,ENSG00000119922,ENST00000371826,27,73,91061712,91069033,7322,0
KLK2,ENSG00000167751,ENST00000325321,46,54,51376505,51383823,7319,0
GAGE12H,ENSG00000224902,ENST00000381722,3,3,49344586,49351904,7319,0
BPIFA1,ENSG00000198183,ENST00000354297,53,69,31823801,31831115,7315,0
CYP2A7,ENSG00000198077,ENST00000301146,53,60,41381344,41388657,7314,0
KRT25,ENSG00000204897,ENST00000312150,66,72,38904273,38911584,7312,0
MS4A2,ENSG00000149534,ENST00000278888,66,76,59856137,59863444,7308,0
CA9,ENSG00000107159,ENST00000378357,59,63,35673853,35681156,7304,0
HNRNPDL,ENSG00000152795,ENST00000295470,52,64,83343717,83351019,7303,0
SPATA24,ENSG00000170469,ENST00000450845,38,38,138732456,138739757,7302,0
GAGE2C,ENSG00000236249,ENST00000381708,2,3,49226182,49233481,7300,0
GAGE2A,ENSG00000189064,ENST00000362097,8,10,49354132,49361430,7299,0
AC110619.2,ENSG00000218416,ENST00000404327,12,20,241388835,241396131,7297,0
FAM200B,ENSG00000237765,ENST00000422728,8,20,15683429,15690724,7296,0
GAGE1,ENSG00000205777,ENST00000381700,7,13,49363665,49370958,7294,0
RAB3A,ENSG00000105649,ENST00000222256,38,64,18307594,18314884,7291,0
LGALSL,ENSG00000119862,ENST00000238875,51,57,64681226,64688515,7290,0
KLK10,ENSG00000129451,ENST00000309958,31,46,51515995,51523282,7288,0
TTR,ENSG00000118271,ENST00000237014,61,86,29171689,29178974,7286,0
CYP11B2,ENSG00000179142,ENST00000323110,67,74,143991975,143999259,7285,0
DMRTC2,ENSG00000142025,ENST00000269945,49,58,42349118,42356401,7284,0
KCNA4,ENSG00000182255,ENST00000328224,10,73,30031288,30038570,7283,0
PGAM1,ENSG00000171314,ENST00000334828,50,76,99185917,99193198,7282,0
GNB2L1,ENSG00000204628,ENST00000512805,59,62,180663937,180671209,7273,0
RBMX,ENSG00000147274,ENST00000320676,49,59,135955620,135962884,7265,0
CPNE6,ENSG00000100884,ENST00000397016,53,61,24540046,24547309,7264,0
FAM134A,ENSG00000144567,ENST00000430297,70,73,220042939,220050201,7263,0
IL12A,ENSG00000168811,ENST00000305579,52,63,159706537,159713799,7263,0
NRBP2,ENSG00000185189,ENST00000442628,39,41,144915891,144923146,7256,0
SYVN1,ENSG00000162298,ENST00000377190,64,70,64894751,64902004,7254,0
KCNK4,ENSG00000182450,ENST00000539216,46,46,64060131,64067379,7249,0
PHOSPHO2,ENSG00000144362,ENST00000359744,8,60,170550975,170558218,7244,0
FAM163B,ENSG00000196990,ENST00000496132,7,10,136444079,136451319,7241,0
ULBP2,ENSG00000131015,ENST00000367351,46,59,150263136,150270371,7236,0
SPN,ENSG00000197471,ENST00000360121,30,64,29674580,29681811,7232,0
YOD1,ENSG00000180667,ENST00000315927,39,70,207217194,207224422,7229,0
GAL3ST3,ENSG00000175229,ENST00000312006,15,32,65809423,65816651,7229,0
NHLH2,ENSG00000177551,ENST00000369506,8,38,116379313,116386538,7226,0
POLR3K,ENSG00000161980,ENST00000293860,28,51,96407,103628,7222,0
GSTM2,ENSG00000213366,ENST00000241337,73,81,110210688,110217908,7221,0
SPINK1,ENSG00000164266,ENST00000296695,48,65,147204131,147211349,7219,0
FCGR3B,ENSG00000162747,ENST00000531221,55,63,161593780,161600996,7217,0
RPS20,ENSG00000008988,ENST00000519807,59,73,56979854,56987068,7215,0
PRTN3,ENSG00000196415,ENST00000234347,26,33,840963,848175,7213,0
PMP2,ENSG00000147588,ENST00000256103,38,58,82352561,82359758,7198,0
TPBG,ENSG00000146242,ENST00000369750,10,51,83073348,83080545,7198,0
SLC39A5,ENSG00000139540,ENST00000266980,54,62,56624436,56631630,7195,0
MTCP1,ENSG00000214827,ENST00000369476,35,58,154292309,154299501,7193,0
NCBP2,ENSG00000114503,ENST00000321256,38,63,196662278,196669468,7191,0
BTF3,ENSG00000145741,ENST00000380591,39,51,72794274,72801460,7187,0
IGLL1,ENSG00000128322,ENST00000330377,67,69,23915312,23922495,7184,0
GNB3,ENSG00000111664,ENST00000229264,52,63,6949375,6956557,7183,0
CCR2,ENSG00000121807,ENST00000292301,41,81,46395235,46402412,7178,0
C17orf105,ENSG00000231256,ENST00000449302,18,33,41857803,41864980,7178,0
RSAD1,ENSG00000136444,ENST00000258955,43,48,48556161,48563336,7176,0
USH1G,ENSG00000182040,ENST00000319642,36,56,72912176,72919351,7176,0
SLC30A1,ENSG00000170385,ENST00000367001,29,60,211744910,211752084,7175,0
LRRC14,ENSG00000160959,ENST00000292524,40,61,145743391,145750557,7167,0
SMR3B,ENSG00000171201,ENST00000304915,24,54,71248795,71255961,7167,0
BCL7C,ENSG00000099385,ENST00000215115,47,55,30899116,30906281,7166,0
TMEM216,ENSG00000187049,ENST00000515837,39,52,61159159,61166320,7162,0
FATE1,ENSG00000147378,ENST00000370350,46,52,150884507,150891666,7160,0
HAPLN4,ENSG00000187664,ENST00000291481,38,40,19366450,19373605,7156,0
RP11-386G21.1,ENSG00000253976,ENST00000522186,9,28,56047763,56054918,7156,0
NOL12,ENSG00000100101,ENST00000359114,50,59,38082330,38089483,7154,0
IL1B,ENSG00000125538,ENST00000263341,66,89,113587328,113594480,7153,0
ZSCAN5C,ENSG00000204532,ENST00000534327,38,46,56713670,56720821,7152,0
IFIT1B,ENSG00000204010,ENST00000371809,48,68,91137813,91144962,7150,0
RABL5,ENSG00000128581,ENST00000315322,49,63,100957937,100965084,7148,0
OR2H1,ENSG00000204688,ENST00000377136,19,88,29424958,29432105,7148,0
ZNF648,ENSG00000179930,ENST00000339948,16,61,182023705,182030847,7143,0
SLC25A4,ENSG00000151729,ENST00000281456,40,53,186064395,186071536,7142,0
ACR,ENSG00000100312,ENST00000216139,52,61,51176624,51183762,7139,0
RAET1L,ENSG00000155918,ENST00000367341,49,55,150339470,150346607,7138,0
PDRG1,ENSG00000088356,ENST00000202017,42,50,30532758,30539895,7138,0
CLPSL1,ENSG00000204140,ENST00000373861,63,72,35748794,35755929,7136,0
OTOL1,ENSG00000182447,ENST00000327928,47,47,161214596,161221730,7135,0
FAM219B,ENSG00000178761,ENST00000357635,44,50,75192328,75199462,7135,0
TMEM167B,ENSG00000215717,ENST00000338272,26,58,109632425,109639556,7132,0
TAAR2,ENSG00000146378,ENST00000367931,60,65,132938289,132945414,7126,0
KLF10,ENSG00000155090,ENST00000285407,37,61,103661007,103668130,7124,0
COX4I2,ENSG00000131055,ENST00000376075,56,76,30225691,30232809,7119,0
RNF222,ENSG00000189051,ENST00000399398,3,30,8294027,8301144,7118,0
C19orf66,ENSG00000130813,ENST00000253110,40,45,10196806,10203921,7116,0
RPL32,ENSG00000144713,ENST00000429711,59,89,12875984,12883087,7104,0
EMX2,ENSG00000170370,ENST00000553456,24,66,119301955,119309056,7102,0
FAM120AOS,ENSG00000188938,ENST00000375412,26,52,96208776,96215874,7099,0
KRT83,ENSG00000170523,ENST00000293670,83,86,52708085,52715182,7098,0
IAPP,ENSG00000121351,ENST00000240652,35,63,21525818,21532912,7095,0
SLC25A35,ENSG00000125434,ENST00000380067,68,73,8191082,8198170,7089,0
ZNF595,ENSG00000197701,ENST00000526473,77,79,53210,60296,7087,0
KLHDC3,ENSG00000124702,ENST00000326974,67,79,42981951,42989036,7086,0
ENTPD8,ENSG00000188833,ENST00000371506,50,56,140328816,140335901,7086,0
ULK3,ENSG00000140474,ENST00000440863,51,54,75128457,75135538,7082,0
CHML,ENSG00000203668,ENST00000366553,21,73,241792155,241799232,7078,0
GPR75,ENSG00000119737,ENST00000394705,34,39,54080050,54087126,7077,0
RP11-597K23.2,ENSG00000259518,ENST00000559788,13,39,82380974,82388048,7075,0
AMIGO3,ENSG00000176020,ENST00000535833,67,70,49754277,49761349,7073,0
CCDC140,ENSG00000163081,ENST00000295226,16,51,223162866,223169936,7071,0
METTL23,ENSG00000181038,ENST00000341249,51,59,74722950,74730018,7069,0
ARHGEF25,ENSG00000240771,ENST00000333972,60,64,58003963,58011026,7064,0
PCYT2,ENSG00000185813,ENST00000538721,55,59,79862219,79869282,7064,0
ZNF394,ENSG00000160908,ENST00000337673,46,58,99090863,99097920,7058,0
C12orf73,ENSG00000204954,ENST00000378090,21,31,104343985,104351042,7058,0
MAGEB3,ENSG00000198798,ENST00000361644,6,47,30248553,30255607,7055,0
TTC24,ENSG00000187862,ENST00000368236,36,44,156549519,156556562,7044,0
SLC25A47,ENSG00000140107,ENST00000361529,44,60,100789674,100796715,7042,0
SERPINB4,ENSG00000206073,ENST00000341074,56,69,61304493,61311532,7040,0
UAP1L1,ENSG00000197355,ENST00000409858,47,54,139971953,139978990,7038,0
MSTN,ENSG00000138379,ENST00000260950,51,78,190920423,190927455,7033,0
C9orf117,ENSG00000160401,ENST00000373295,52,62,130469271,130476302,7032,0
REXO1L1,ENSG00000205176,ENST00000379010,2,8,86568695,86575726,7032,0
METTL17,ENSG00000165792,ENST00000382985,64,68,21458139,21465168,7030,0
SUPT4H1,ENSG00000213246,ENST00000225504,43,68,56422539,56429563,7025,0
NELFE,ENSG00000204356,ENST00000375429,60,67,31919864,31926887,7024,0
ZBTB14,ENSG00000198081,ENST00000357006,24,51,5289018,5296039,7022,0
GPR18,ENSG00000125245,ENST00000340807,15,74,99906986,99913998,7013,0
GIMAP6,ENSG00000133561,ENST00000328902,36,67,150322463,150329473,7011,0
CYP17A1,ENSG00000148795,ENST00000369887,61,84,104590288,104597290,7003,0
RPL38,ENSG00000172809,ENST00000311111,40,63,72199792,72206794,7003,0
SLITRK5,ENSG00000165300,ENST00000325089,38,66,88324870,88331871,7002,0
IRX6,ENSG00000159387,ENST00000290552,40,63,55357672,55364672,7001,0
CLLU1,ENSG00000257127,ENST00000378485,24,57,92817735,92824730,6996,0
GDF7,ENSG00000143869,ENST00000272224,6,17,20866424,20873418,6995,0
C11orf87,ENSG00000185742,ENST00000327419,4,73,109292846,109299840,6995,0
FSTL3,ENSG00000070404,ENST00000166139,26,32,676392,683385,6994,0
CD93,ENSG00000125810,ENST00000246006,13,72,23059986,23066977,6992,0
GPR78,ENSG00000155269,ENST00000382487,51,58,8582293,8589275,6983,0
USMG5,ENSG00000173915,ENST00000369825,29,39,105148798,105155780,6983,0
MAMSTR,ENSG00000176909,ENST00000318083,30,40,49215999,49222978,6980,0
FAM46A,ENSG00000112773,ENST00000320172,45,61,82455447,82462425,6979,0
ABHD1,ENSG00000143994,ENST00000316470,75,78,27346703,27353680,6978,0
FZD5,ENSG00000163251,ENST00000295417,7,53,208627310,208634287,6978,0
CDK16,ENSG00000102225,ENST00000276052,48,49,47082417,47089392,6976,0
ITM2A,ENSG00000078596,ENST00000373298,30,35,78615881,78622856,6976,0
TRAF4,ENSG00000076604,ENST00000262395,51,59,27071002,27077974,6973,0
ATHL1,ENSG00000142102,ENST00000409548,54,62,289138,296107,6970,0
C1orf189,ENSG00000163263,ENST00000368525,69,70,154171848,154178809,6962,0
RP11-480I12.4,ENSG00000184774,ENST00000330493,7,52,202789394,202796353,6960,0
CTF1,ENSG00000150281,ENST00000279804,20,21,30907928,30914881,6954,0
IDI2,ENSG00000148377,ENST00000277517,53,60,1064847,1071799,6953,0
GPR65,ENSG00000140030,ENST00000267549,50,79,88471468,88478419,6952,0
C5orf54,ENSG00000221886,ENST00000408953,25,74,159820155,159827104,6950,0
MAGEA4,ENSG00000147381,ENST00000360243,54,66,151086699,151093642,6944,0
NCR1,ENSG00000189430,ENST00000291890,75,76,55417508,55424441,6934,0
SOCS2,ENSG00000120833,ENST00000340600,24,43,93963590,93970521,6932,0
DCTN3,ENSG00000137100,ENST00000259632,53,61,34613548,34620477,6930,0
RP11-9B6.1,ENSG00000248511,ENST00000504213,8,15,93218402,93225329,6928,0
ZNF419,ENSG00000105136,ENST00000424930,63,74,57999090,58006016,6927,0
TMEM198,ENSG00000188760,ENST00000344458,48,62,220408385,220415301,6917,0
CCND3,ENSG00000112576,ENST00000372991,56,66,41902671,41909586,6916,0
ANKZF1,ENSG00000163516,ENST00000323348,57,69,220094479,220101391,6913,0
GNG11,ENSG00000127920,ENST00000248564,5,37,93551011,93557922,6912,0
CYP2A6,ENSG00000255974,ENST00000301141,65,69,41349443,41356352,6910,0
LHX3,ENSG00000107187,ENST00000371746,44,50,139088096,139095004,6909,0
APOBEC4,ENSG00000173627,ENST00000308641,30,83,183615541,183622448,6908,0
DDX5,ENSG00000108654,ENST00000225792,60,70,62495734,62502639,6906,0
RPS6KB2,ENSG00000175634,ENST00000312629,68,66,67195972,67202872,6901,0
G6PC2,ENSG00000152254,ENST00000375363,82,88,169757750,169764643,6894,0
VSX1,ENSG00000100987,ENST00000376709,53,55,25056104,25062996,6893,0
RPL3,ENSG00000100316,ENST00000216146,59,66,39708889,39715776,6888,0
AP1S1,ENSG00000106367,ENST00000337619,37,48,100797678,100804558,6881,0
B3GAT3,ENSG00000149541,ENST00000265471,53,59,62382768,62389647,6880,0
POLR2H,ENSG00000163882,ENST00000456318,45,64,184079506,184086382,6877,0
MAF,ENSG00000178573,ENST00000326043,23,47,79627735,79634611,6877,0
RPP38,ENSG00000152464,ENST00000378197,32,69,15139381,15146256,6876,0
COL10A1,ENSG00000123500,ENST00000327673,69,77,116440189,116447063,6875,0
BAX,ENSG00000087088,ENST00000293288,45,41,49458186,49465055,6870,0
RPL4,ENSG00000174444,ENST00000307961,55,61,66790355,66797221,6867,0
EMILIN3,ENSG00000183798,ENST00000332312,45,52,39988606,39995467,6862,0
CHCHD7,ENSG00000170791,ENST00000303759,33,52,57124315,57131174,6860,0
CNGA2,ENSG00000183862,ENST00000329903,50,54,150906923,150913776,6854,0
DIRAS1,ENSG00000176490,ENST00000323469,26,64,2714565,2721416,6852,0
ENSA,ENSG00000143420,ENST00000339643,49,53,150595207,150602052,6846,0
BCL2L15,ENSG00000188761,ENST00000393316,54,61,114423325,114430169,6845,0
C12orf52,ENSG00000139405,ENST00000548278,18,48,113623331,113630173,6843,0
TUBA3D,ENSG00000075886,ENST00000321253,58,71,132233666,132240507,6842,0
PTX3,ENSG00000163661,ENST00000295927,39,59,157154578,157161417,6840,0
ZNF256,ENSG00000152454,ENST00000282308,61,49,58452201,58459039,6839,0
PRR3,ENSG00000204576,ENST00000376560,35,59,30524663,30531500,6838,0
RHOXF1,ENSG00000101883,ENST00000217999,38,45,119243011,119249847,6837,0
EPGN,ENSG00000182585,ENST00000413830,47,50,75174190,75181024,6835,0
FAM57B,ENSG00000149926,ENST00000380495,52,60,30035748,30042580,6833,0
KLHL33,ENSG00000185271,ENST00000344581,36,49,20896970,20903801,6832,0
PTTG1,ENSG00000164611,ENST00000393964,63,71,159848917,159855746,6830,0
EMC10,ENSG00000161671,ENST00000334976,33,33,50979756,50986585,6830,0
TMEM173,ENSG00000184584,ENST00000330794,44,64,138855549,138862375,6827,0
RP13-996F3.4,ENSG00000259243,ENST00000557886,4,5,83011379,83018198,6820,0
VAMP1,ENSG00000139190,ENST00000396308,53,64,6573026,6579843,6818,0
FAM19A3,ENSG00000184599,ENST00000369630,32,52,113263041,113269857,6817,0
GEMIN6,ENSG00000152147,ENST00000281950,31,46,39005327,39012142,6816,0
CDKN2A,ENSG00000147889,ENST00000498124,46,63,21968055,21974865,6811,0
TMEM218,ENSG00000150433,ENST00000455225,23,39,124966398,124973205,6808,0
WFDC13,ENSG00000168634,ENST00000305479,52,63,44330655,44337456,6802,0
POC1B-GALNT4,ENSG00000259075,ENST00000548729,28,34,89913185,89919975,6791,0
C1orf180,ENSG00000180869,ENST00000370624,13,22,85093913,85100703,6791,0
KBTBD4,ENSG00000123444,ENST00000430070,58,72,47593779,47600567,6789,0
C5orf27,ENSG00000236882,ENST00000357880,10,24,95187936,95194724,6789,0
MROH6,ENSG00000204839,ENST00000398882,24,31,144648357,144655141,6785,0
CFC1,ENSG00000136698,ENST00000259216,17,17,131350339,131357123,6785,0
ISCU,ENSG00000136003,ENST00000311893,52,64,108956377,108963160,6784,0
SNRNP35,ENSG00000184209,ENST00000412157,16,52,123944070,123950846,6777,0
FAM206A,ENSG00000119328,ENST00000322940,39,47,111696461,111703235,6775,0
C2orf82,ENSG00000182600,ENST00000409230,18,23,233734342,233741116,6775,0
GPR17,ENSG00000144230,ENST00000544369,23,60,128403439,128410212,6774,0
MRPL38,ENSG00000204316,ENST00000309352,35,45,73894724,73901494,6771,0
LILRB5,ENSG00000105609,ENST00000449561,62,65,54754360,54761127,6768,0
SERPINB3,ENSG00000057149,ENST00000283752,53,68,61322431,61329197,6767,0
MTERFD2,ENSG00000122085,ENST00000391980,46,58,242034981,242041747,6767,0
REEP6,ENSG00000115255,ENST00000233596,50,50,1491165,1497926,6762,0
SRXN1,ENSG00000271303,ENST00000381962,15,54,627259,634014,6756,0
PATE4,ENSG00000237353,ENST00000457514,17,25,125703211,125709964,6754,0
EPOR,ENSG00000187266,ENST00000222139,61,54,11488236,11494988,6753,0
C11orf1,ENSG00000137720,ENST00000260276,37,46,111749948,111756699,6752,0
E2F4,ENSG00000205250,ENST00000379378,56,59,67226072,67232821,6750,0
THY1,ENSG00000154096,ENST00000284240,52,73,119288090,119294838,6749,0
SOX7,ENSG00000171056,ENST00000304501,21,49,10581278,10588022,6745,0
CLIC1,ENSG00000213719,ENST00000375780,51,63,31698358,31705095,6738,0
C20orf24,ENSG00000101084,ENST00000342422,58,63,35234225,35240960,6736,0
TRIM64B,ENSG00000189253,ENST00000329862,30,35,89602450,89609185,6736,0
TGIF1,ENSG00000177426,ENST00000330513,71,89,3451675,3458409,6735,0
