gene_name,gene_id_x,transcript_id,biotype,gene_id_y,exon_coverage,CDS_coverage
SAGE1,ENSG00000181433,ENST00000535938,transcript,ENSG00000181433,22.47450175,22.49393565
EGFL6,ENSG00000198759,ENST00000380602,transcript,ENSG00000198759,22.43470327,22.49619241
RAB33A,ENSG00000134594,ENST00000257017,transcript,ENSG00000134594,22.16995762,22.49767774
FAM127A,ENSG00000134590,ENST00000257013,transcript,ENSG00000134590,22.52315549,22.49774041
L1CAM,ENSG00000198910,ENST00000370060,transcript,ENSG00000198910,22.35144891,22.49967634
LILRB3,ENSG00000204577,ENST00000245620,transcript,ENSG00000204577,23.38309983,22.50019265
ARMCX5,ENSG00000125962,ENST00000604957,transcript,ENSG00000125962,21.76282066,22.50270052
ZCCHC18,ENSG00000166707,ENST00000537356,transcript,ENSG00000166707,21.22227306,22.50290074
RIPPLY1,ENSG00000147223,ENST00000276173,transcript,ENSG00000147223,22.40140992,22.50395563
NOX1,ENSG00000007952,ENST00000372966,transcript,ENSG00000007952,22.50520335,22.50681458
LDOC1,ENSG00000182195,ENST00000370526,transcript,ENSG00000182195,22.43321229,22.50982877
PIGA,ENSG00000165195,ENST00000333590,transcript,ENSG00000165195,22.54763493,22.51260351
FOXP3,ENSG00000049768,ENST00000376207,transcript,ENSG00000049768,22.34387883,22.51442806
ARHGAP36,ENSG00000147256,ENST00000276211,transcript,ENSG00000147256,22.41856286,22.51534876
RRAGB,ENSG00000083750,ENST00000262850,transcript,ENSG00000083750,22.51946956,22.51745064
LONRF3,ENSG00000175556,ENST00000371628,transcript,ENSG00000175556,22.60166834,22.52021325
OPHN1,ENSG00000079482,ENST00000355520,transcript,ENSG00000079482,22.38999235,22.52185872
TEX13B,ENSG00000170925,ENST00000302917,transcript,ENSG00000170925,22.47862933,22.52434967
RP1-241P17.4,ENSG00000228532,ENST00000449327,transcript,ENSG00000228532,22.10072605,22.52483509
ZNF449,ENSG00000173275,ENST00000339249,transcript,ENSG00000173275,22.46151808,22.52510558
MAP7D2,ENSG00000184368,ENST00000379643,transcript,ENSG00000184368,22.52991458,22.52617082
PDHA1,ENSG00000131828,ENST00000379806,transcript,ENSG00000131828,22.70724272,22.52696171
IGBP1,ENSG00000089289,ENST00000342206,transcript,ENSG00000089289,22.04890983,22.52929969
DCAF8L1,ENSG00000226372,ENST00000441525,transcript,ENSG00000226372,22.5653613,22.52998278
GLA,ENSG00000102393,ENST00000218516,transcript,ENSG00000102393,22.57270776,22.5343038
MAMLD1,ENSG00000013619,ENST00000432680,transcript,ENSG00000013619,22.25716103,22.53571849
BCOR,ENSG00000183337,ENST00000378444,transcript,ENSG00000183337,22.45577685,22.53597825
ZNF41,ENSG00000147124,ENST00000377065,transcript,ENSG00000147124,22.43167655,22.5374824
SATL1,ENSG00000184788,ENST00000509231,transcript,ENSG00000184788,22.47432557,22.53869105
ENOX2,ENSG00000165675,ENST00000338144,transcript,ENSG00000165675,22.38292481,22.53900498
ZCCHC16,ENSG00000187823,ENST00000340433,transcript,ENSG00000187823,22.71593156,22.54229892
TCEAL8,ENSG00000180964,ENST00000372685,transcript,ENSG00000180964,22.07104682,22.54345214
TFDP3,ENSG00000183434,ENST00000310125,transcript,ENSG00000183434,22.06610595,22.54824774
TRAPPC2,ENSG00000196459,ENST00000458511,transcript,ENSG00000196459,22.49008435,22.5510568
LAS1L,ENSG00000001497,ENST00000374811,transcript,ENSG00000001497,22.62076211,22.55764543
KIAA1671,ENSG00000197077,ENST00000358431,transcript,ENSG00000197077,23.85412721,22.55792574
GPM6B,ENSG00000046653,ENST00000316715,transcript,ENSG00000046653,22.35138899,22.55897982
MAGED2,ENSG00000102316,ENST00000375068,transcript,ENSG00000102316,22.4324973,22.56170124
CNTNAP3,ENSG00000106714,ENST00000297668,transcript,ENSG00000106714,23.75189394,22.56281372
CXorf36,ENSG00000147113,ENST00000398000,transcript,ENSG00000147113,22.46437957,22.56516184
ARSD,ENSG00000006756,ENST00000381154,transcript,ENSG00000006756,23.09963556,22.56693074
MAGEA1,ENSG00000198681,ENST00000356661,transcript,ENSG00000198681,20.93991027,22.56896224
FAM127C,ENSG00000212747,ENST00000391440,transcript,ENSG00000212747,22.32873079,22.57174041
SLC16A2,ENSG00000147100,ENST00000587091,transcript,ENSG00000147100,22.4132903,22.57375722
GPKOW,ENSG00000068394,ENST00000156109,transcript,ENSG00000068394,22.54983547,22.57492003
TRPC5,ENSG00000072315,ENST00000262839,transcript,ENSG00000072315,22.16520566,22.57522282
CLDN2,ENSG00000165376,ENST00000541806,transcript,ENSG00000165376,22.04502561,22.57637476
MAGEB3,ENSG00000198798,ENST00000361644,transcript,ENSG00000198798,17.85115001,22.58067148
HCCS,ENSG00000004961,ENST00000321143,transcript,ENSG00000004961,22.48280141,22.58305716
FAM58A,ENSG00000147382,ENST00000406277,transcript,ENSG00000147382,22.45446555,22.58319933
G6PD,ENSG00000160211,ENST00000393562,transcript,ENSG00000160211,22.47686944,22.58403344
VSIG4,ENSG00000155659,ENST00000374737,transcript,ENSG00000155659,22.60919785,22.58593514
F9,ENSG00000101981,ENST00000218099,transcript,ENSG00000101981,22.48690573,22.58646603
GPRASP1,ENSG00000198932,ENST00000537097,transcript,ENSG00000198932,22.18541961,22.58949797
AGTR2,ENSG00000180772,ENST00000371906,transcript,ENSG00000180772,21.9858517,22.58993756
WWC3,ENSG00000047644,ENST00000380861,transcript,ENSG00000047644,22.17202224,22.59437356
MAGEB5,ENSG00000188408,ENST00000602297,transcript,ENSG00000188408,22.32895423,22.59812364
SPIN4,ENSG00000186767,ENST00000335144,transcript,ENSG00000186767,22.19824901,22.60106274
RNF113A,ENSG00000125352,ENST00000371442,transcript,ENSG00000125352,22.79266718,22.60380855
SEPTIN6,ENSG00000125354,ENST00000343984,transcript,ENSG00000125354,22.54501558,22.60526245
RPL36A,ENSG00000241343,ENST00000427805,transcript,ENSG00000241343,22.53087508,22.6088556
CXorf21,ENSG00000120280,ENST00000378962,transcript,ENSG00000120280,22.18071485,22.61691694
ZIC3,ENSG00000156925,ENST00000287538,transcript,ENSG00000156925,22.40764028,22.62219635
SHROOM2,ENSG00000146950,ENST00000380913,transcript,ENSG00000146950,22.4253618,22.62242545
FTHL17,ENSG00000132446,ENST00000359202,transcript,ENSG00000132446,22.53909988,22.62346448
KLHL15,ENSG00000174010,ENST00000328046,transcript,ENSG00000174010,22.25310952,22.62360379
ARMCX4,ENSG00000196440,ENST00000423738,transcript,ENSG00000196440,22.55055116,22.62406516
ELF4,ENSG00000102034,ENST00000308167,transcript,ENSG00000102034,22.00045138,22.62783119
ZBTB33,ENSG00000177485,ENST00000326624,transcript,ENSG00000177485,22.55577234,22.63122421
SAT1,ENSG00000130066,ENST00000379270,transcript,ENSG00000130066,22.52406981,22.633357
TRMT2B,ENSG00000188917,ENST00000372936,transcript,ENSG00000188917,22.58281328,22.63503096
MTRNR2L10,ENSG00000256045,ENST00000545075,transcript,ENSG00000256045,21.94866726,22.63594444
LAGE3,ENSG00000196976,ENST00000357360,transcript,ENSG00000196976,22.89595395,22.63615906
AMOT,ENSG00000126016,ENST00000371959,transcript,ENSG00000126016,22.56872448,22.63710595
MAGEA4,ENSG00000147381,ENST00000360243,transcript,ENSG00000147381,21.97596407,22.64025007
FRMD7,ENSG00000165694,ENST00000298542,transcript,ENSG00000165694,22.63537057,22.64280695
GLRA4,ENSG00000188828,ENST00000372617,transcript,ENSG00000188828,22.59692166,22.64948336
NLGN3,ENSG00000196338,ENST00000358741,transcript,ENSG00000196338,22.80575543,22.65068928
PSMD10,ENSG00000101843,ENST00000217958,transcript,ENSG00000101843,22.85222176,22.65596558
DNASE1L1,ENSG00000013563,ENST00000369809,transcript,ENSG00000013563,22.46556303,22.65669099
CMC4,ENSG00000182712,ENST00000369484,transcript,ENSG00000182712,22.07823527,22.65731301
P2RY10,ENSG00000078589,ENST00000171757,transcript,ENSG00000078589,22.47612187,22.66127827
DCAF12L2,ENSG00000198354,ENST00000538699,transcript,ENSG00000198354,20.49438857,22.66316271
ATXN3L,ENSG00000123594,ENST00000380622,transcript,ENSG00000123594,22.83984776,22.66414554
SSR4,ENSG00000180879,ENST00000320857,transcript,ENSG00000180879,22.74325552,22.67071396
EFNB1,ENSG00000090776,ENST00000204961,transcript,ENSG00000090776,22.70856923,22.67506561
CETN2,ENSG00000147400,ENST00000370277,transcript,ENSG00000147400,22.5682201,22.68215462
OR13H1,ENSG00000171054,ENST00000338616,transcript,ENSG00000171054,22.65679926,22.69877489
PNMA5,ENSG00000198883,ENST00000439251,transcript,ENSG00000198883,22.33103966,22.70139623
SRPK3,ENSG00000184343,ENST00000370101,transcript,ENSG00000184343,22.69829155,22.70271381
GPR143,ENSG00000101850,ENST00000467482,transcript,ENSG00000101850,22.94930137,22.70342017
GPR174,ENSG00000147138,ENST00000276077,transcript,ENSG00000147138,22.71629173,22.70469169
FATE1,ENSG00000147378,ENST00000370350,transcript,ENSG00000147378,22.66298193,22.70560714
PHKA2,ENSG00000044446,ENST00000379942,transcript,ENSG00000044446,22.55319845,22.70647577
KDM5C,ENSG00000126012,ENST00000375401,transcript,ENSG00000126012,22.69523379,22.71835162
SYP,ENSG00000102003,ENST00000263233,transcript,ENSG00000102003,22.20244197,22.71855714
BMP15,ENSG00000130385,ENST00000252677,transcript,ENSG00000130385,22.71922563,22.71927676
HCFC1,ENSG00000172534,ENST00000310441,transcript,ENSG00000172534,22.86377553,22.71961476
GPR101,ENSG00000165370,ENST00000298110,transcript,ENSG00000165370,22.7263831,22.72462664
TRO,ENSG00000067445,ENST00000173898,transcript,ENSG00000067445,22.47651771,22.73389119
FAM9C,ENSG00000187268,ENST00000333995,transcript,ENSG00000187268,22.59426964,22.73422698
FTSJ1,ENSG00000068438,ENST00000348411,transcript,ENSG00000068438,22.76566117,22.75396656
NCBP2L,ENSG00000170935,ENST00000509000,transcript,ENSG00000170935,22.17708719,22.75614927
FAM46D,ENSG00000174016,ENST00000538312,transcript,ENSG00000174016,21.73016696,22.7561551
DDX53,ENSG00000184735,ENST00000327968,transcript,ENSG00000184735,22.79593626,22.75693397
CITED4,ENSG00000179862,ENST00000372638,transcript,ENSG00000179862,26.60237907,22.75727717
MTCP1,ENSG00000214827,ENST00000369476,transcript,ENSG00000214827,22.19111195,22.75956813
GNG5P2,ENSG00000133136,ENST00000372054,transcript,ENSG00000133136,22.58416335,22.76009804
GABRQ,ENSG00000147402,ENST00000370306,transcript,ENSG00000147402,22.82366596,22.76191966
DCAF12L1,ENSG00000198889,ENST00000371126,transcript,ENSG00000198889,22.55322486,22.76630238
UBA1,ENSG00000130985,ENST00000335972,transcript,ENSG00000130985,22.71479022,22.76664769
DEFB4A,ENSG00000171711,ENST00000302247,transcript,ENSG00000171711,17.97492215,22.77104892
MAGEB1,ENSG00000214107,ENST00000378981,transcript,ENSG00000214107,22.32892685,22.77149952
XIAP,ENSG00000101966,ENST00000371199,transcript,ENSG00000101966,22.25824246,22.77318503
POU3F3,ENSG00000198914,ENST00000361360,transcript,ENSG00000198914,28.50302983,22.777652
LHFPL1,ENSG00000182508,ENST00000371968,transcript,ENSG00000182508,22.20480756,22.77957844
U82695.9,ENSG00000224963,ENST00000428676,transcript,ENSG00000224963,23.18622658,22.78005638
MAGEA8,ENSG00000156009,ENST00000535454,transcript,ENSG00000156009,21.95885096,22.78294654
TREX2,ENSG00000183479,ENST00000330912,transcript,ENSG00000183479,22.69873048,22.78332569
CDR1,ENSG00000184258,ENST00000370532,transcript,ENSG00000184258,23.01191378,22.78339313
XK,ENSG00000047597,ENST00000378616,transcript,ENSG00000047597,22.31538605,22.78739674
LRRC37A3,ENSG00000176809,ENST00000584306,transcript,ENSG00000176809,23.26714893,22.79549721
C1GALT1C1,ENSG00000171155,ENST00000304661,transcript,ENSG00000171155,22.18007659,22.7956153
XAGE5,ENSG00000171405,ENST00000351072,transcript,ENSG00000171405,22.83348602,22.79703779
ZNF275,ENSG00000063587,ENST00000370251,transcript,ENSG00000063587,22.14836816,22.79976769
CXorf40B,ENSG00000197021,ENST00000370406,transcript,ENSG00000197021,22.28960606,22.80716491
PNMA3,ENSG00000183837,ENST00000447306,transcript,ENSG00000183837,21.48114865,22.80965867
BGN,ENSG00000182492,ENST00000331595,transcript,ENSG00000182492,22.4399869,22.81054368
LPA,ENSG00000198670,ENST00000447678,transcript,ENSG00000198670,23.0596775,22.81209063
NONO,ENSG00000147140,ENST00000276079,transcript,ENSG00000147140,22.52441057,22.81822892
CXorf64,ENSG00000183631,ENST00000371125,transcript,ENSG00000183631,22.76149041,22.82009497
NDP,ENSG00000124479,ENST00000378062,transcript,ENSG00000124479,22.47405586,22.82547513
ZNF75D,ENSG00000186376,ENST00000370766,transcript,ENSG00000186376,22.45889153,22.82721784
PCDH19,ENSG00000165194,ENST00000373034,transcript,ENSG00000165194,22.67881644,22.82894886
TXLNG,ENSG00000086712,ENST00000380122,transcript,ENSG00000086712,22.67521083,22.82960335
ZCCHC13,ENSG00000187969,ENST00000339534,transcript,ENSG00000187969,21.57543365,22.82998394
RPL10,ENSG00000147403,ENST00000424325,transcript,ENSG00000147403,22.98205302,22.84429089
SPDYE3,ENSG00000214300,ENST00000332397,transcript,ENSG00000214300,23.19038885,22.85237545
POU3F4,ENSG00000196767,ENST00000373200,transcript,ENSG00000196767,22.20319973,22.8583675
SLITRK4,ENSG00000179542,ENST00000381779,transcript,ENSG00000179542,21.71795407,22.86128515
SPANXN5,ENSG00000204363,ENST00000375511,transcript,ENSG00000204363,22.59110607,22.86162057
MAGEB4,ENSG00000120289,ENST00000378982,transcript,ENSG00000120289,22.91079161,22.86457803
TKTL1,ENSG00000007350,ENST00000369915,transcript,ENSG00000007350,22.83981654,22.87338203
ZNF185,ENSG00000147394,ENST00000535861,transcript,ENSG00000147394,22.86586169,22.87629265
SPANXN4,ENSG00000189326,ENST00000446864,transcript,ENSG00000189326,22.77224025,22.87801777
STARD8,ENSG00000130052,ENST00000374599,transcript,ENSG00000130052,22.83974865,22.88090883
MAGEB10,ENSG00000177689,ENST00000356790,transcript,ENSG00000177689,22.15441067,22.88399904
HAUS7,ENSG00000213397,ENST00000370211,transcript,ENSG00000213397,22.7554158,22.88975524
AC115618.1,ENSG00000204620,ENST00000376775,transcript,ENSG00000204620,22.82724185,22.90273385
CXorf27,ENSG00000187516,ENST00000341016,transcript,ENSG00000187516,22.926168,22.90294302
YY2,ENSG00000230797,ENST00000429584,transcript,ENSG00000230797,22.7005141,22.90351434
BHLHB9,ENSG00000198908,ENST00000372735,transcript,ENSG00000198908,22.48895333,22.9050847
USP27X,ENSG00000242013,ENST00000508866,transcript,ENSG00000242013,21.13399703,22.90945738
MUM1L1,ENSG00000157502,ENST00000337685,transcript,ENSG00000157502,22.49002613,22.91608764
ATG4A,ENSG00000101844,ENST00000372232,transcript,ENSG00000101844,22.99690397,22.92341308
ERCC6L,ENSG00000186871,ENST00000334463,transcript,ENSG00000186871,21.327689,22.93566401
ARMCX3,ENSG00000102401,ENST00000341189,transcript,ENSG00000102401,20.962603,22.93742368
RIBC1,ENSG00000158423,ENST00000375327,transcript,ENSG00000158423,22.84200689,22.9381377
HSD17B10,ENSG00000072506,ENST00000168216,transcript,ENSG00000072506,22.83397802,22.9382851
PLXNA3,ENSG00000130827,ENST00000369682,transcript,ENSG00000130827,22.79618475,22.94781242
DDTL,ENSG00000099974,ENST00000215770,transcript,ENSG00000099974,23.71692443,22.94869723
PLAC1,ENSG00000170965,ENST00000359237,transcript,ENSG00000170965,22.72831359,22.95031604
SLC10A3,ENSG00000126903,ENST00000263512,transcript,ENSG00000126903,21.52875185,22.96008725
CR1,ENSG00000203710,ENST00000367049,transcript,ENSG00000203710,21.70328528,22.96064086
AF196779.12,ENSG00000250232,ENST00000376358,transcript,ENSG00000250232,22.9611507,22.96207178
PDZK1,ENSG00000174827,ENST00000344770,transcript,ENSG00000174827,23.64735884,22.96436784
SERPINA7,ENSG00000123561,ENST00000327674,transcript,ENSG00000123561,22.86236339,22.96818595
BCAP31,ENSG00000185825,ENST00000458587,transcript,ENSG00000185825,23.00709944,22.96930362
TLR7,ENSG00000196664,ENST00000380659,transcript,ENSG00000196664,22.08431833,22.97247789
BX088651.1,ENSG00000212952,ENST00000540551,transcript,ENSG00000212952,18.42086535,22.97363361
SMIM10,ENSG00000184785,ENST00000330288,transcript,ENSG00000184785,21.58151173,22.97796386
TMSB15B,ENSG00000158427,ENST00000436583,transcript,ENSG00000158427,22.74999943,22.98086171
NSDHL,ENSG00000147383,ENST00000370274,transcript,ENSG00000147383,22.79979576,22.99270768
LGALS9C,ENSG00000171916,ENST00000328114,transcript,ENSG00000171916,22.6741124,22.99718713
TLR8,ENSG00000101916,ENST00000218032,transcript,ENSG00000101916,22.81374149,22.99875046
GPRASP2,ENSG00000158301,ENST00000543253,transcript,ENSG00000158301,22.57395694,23.02227884
UBE2NL,ENSG00000102069,ENST00000370494,transcript,ENSG00000102069,22.4464962,23.03664924
WDR45,ENSG00000196998,ENST00000356463,transcript,ENSG00000196998,22.94312868,23.03677175
RPL39,ENSG00000198918,ENST00000361575,transcript,ENSG00000198918,22.61600421,23.05480992
SLC35A2,ENSG00000102100,ENST00000247138,transcript,ENSG00000102100,22.97824277,23.07219894
SPANXN1,ENSG00000203923,ENST00000370493,transcript,ENSG00000203923,22.48920799,23.08031447
ATP6AP1,ENSG00000071553,ENST00000369762,transcript,ENSG00000071553,23.07462258,23.0813605
FOXR2,ENSG00000189299,ENST00000339140,transcript,ENSG00000189299,22.63147257,23.08982851
PRRG3,ENSG00000130032,ENST00000370353,transcript,ENSG00000130032,23.03008236,23.09011371
TCP10,ENSG00000203690,ENST00000397829,transcript,ENSG00000203690,23.89508154,23.09423049
TMEM257,ENSG00000221870,ENST00000408967,transcript,ENSG00000221870,22.69528923,23.09855856
CBWD1,ENSG00000172785,ENST00000356521,transcript,ENSG00000172785,23.4389561,23.10510767
ZNF124,ENSG00000196418,ENST00000340684,transcript,ENSG00000196418,23.89400931,23.11102983
CFHR3,ENSG00000116785,ENST00000367425,transcript,ENSG00000116785,22.50837605,23.12166681
KRTAP5-1,ENSG00000205869,ENST00000382171,transcript,ENSG00000205869,24.04974416,23.12814269
SOX21,ENSG00000125285,ENST00000376945,transcript,ENSG00000125285,28.7064397,23.14337802
WDR13,ENSG00000101940,ENST00000218056,transcript,ENSG00000101940,23.03210141,23.19028294
ATP2B3,ENSG00000067842,ENST00000263519,transcript,ENSG00000067842,23.19885138,23.19907098
IDH3G,ENSG00000067829,ENST00000217901,transcript,ENSG00000067829,23.28759195,23.21619055
BMP8A,ENSG00000183682,ENST00000331593,transcript,ENSG00000183682,27.65410644,23.24229008
TMEM158,ENSG00000249992,ENST00000503771,transcript,ENSG00000249992,25.78075867,23.24271444
TRNP1,ENSG00000253368,ENST00000522111,transcript,ENSG00000253368,28.40077762,23.29008641
AKAP14,ENSG00000186471,ENST00000371431,transcript,ENSG00000186471,22.99454341,23.30028033
ABCD1,ENSG00000101986,ENST00000218104,transcript,ENSG00000101986,23.22107321,23.30398822
P2RY4,ENSG00000186912,ENST00000374519,transcript,ENSG00000186912,23.03431605,23.31094521
FLNA,ENSG00000196924,ENST00000369850,transcript,ENSG00000196924,23.34544934,23.31547906
PGA5,ENSG00000256713,ENST00000312403,transcript,ENSG00000256713,16.78100669,23.31885712
ZNF322,ENSG00000181315,ENST00000415922,transcript,ENSG00000181315,29.47681334,23.32212771
GPR119,ENSG00000147262,ENST00000276218,transcript,ENSG00000147262,23.21412657,23.3390597
H2BFWT,ENSG00000123569,ENST00000217926,transcript,ENSG00000123569,23.56974064,23.36465065
KRTAP4-16P,ENSG00000241241,ENST00000440582,transcript,ENSG00000241241,23.37422415,23.40702936
PLXNB3,ENSG00000198753,ENST00000538966,transcript,ENSG00000198753,23.24609592,23.41718789
AVPR2,ENSG00000126895,ENST00000358927,transcript,ENSG00000126895,23.38431823,23.43328612
